,RecordID_Int,ParcelNumber,SaleDate,SaleAmount,Unit,Address,UseCode,LATITUDE,LONGITUDE,Region
16171,18375,250007010,2020-05-12,254900,,100 ALTO PL,Single Family Attached,38.029305900000004,-78.4766781,1
16173,18389,250009000,2012-02-24,129000,,881 RIDGE ST,Single Family,38.020084000000004,-78.4935522,10
16175,18391,250009000,2005-10-21,109250,,881 RIDGE ST,Single Family,38.020084000000004,-78.4935522,10
16176,18392,250009000,2006-02-27,149350,,881 RIDGE ST,Single Family,38.020084000000004,-78.4935522,10
16177,18393,250010000,2003-03-25,141000,,879 RIDGE ST,Single Family,38.020288,-78.4935522,10
16178,18394,250010000,2002-10-07,65000,,879 RIDGE ST,Single Family,38.020288,-78.4935522,10
16180,18396,250010000,2002-10-07,25500,,879 RIDGE ST,Single Family,38.020288,-78.4935522,10
16181,18397,250010000,2005-05-17,194900,,879 RIDGE ST,Single Family,38.020288,-78.4935522,10
16182,18398,250010000,2011-11-18,166500,,879 RIDGE ST,Single Family,38.020288,-78.4935522,10
16184,18400,250010000,2012-10-16,103950,,879 RIDGE ST,Single Family,38.020288,-78.4935522,10
16185,18408,250012000,2015-10-09,90000,,839 RIDGE ST,Single Family,38.0207295,-78.49306390000001,10
16187,18410,250012000,2018-08-24,320000,,839 RIDGE ST,Single Family,38.0207295,-78.49306390000001,10
16192,18418,250013200,2009-09-24,122200,,835 RIDGE ST,Single Family Attached,38.0209889,-78.49279759999999,10
16193,18419,250013200,2017-02-16,160000,,835 RIDGE ST,Single Family Attached,38.0209889,-78.49279759999999,10
16194,18420,250013200,2007-05-15,144000,,835 RIDGE ST,Single Family Attached,38.0209889,-78.49279759999999,10
16197,18423,250013300,2009-11-04,70000,,833 RIDGE ST,Single Family Attached,38.021063,-78.492713,10
16204,18430,250014100,2005-12-13,121600,,829 RIDGE ST,Single Family Attached,38.021262,-78.492705,10
16206,18432,250014100,2005-10-04,70000,,829 RIDGE ST,Single Family Attached,38.021262,-78.492705,10
16229,18455,250020100,2012-06-18,55250,,813 RIDGE ST,Single Family Attached,38.021829700000005,-78.4922205,10
16231,18457,250020100,2013-05-06,85000,,813 RIDGE ST,Single Family Attached,38.021829700000005,-78.4922205,10
16234,18463,250022000,2001-03-30,92850,,809 RIDGE ST,Single Family,38.0220934,-78.4919985,10
16236,18466,250023100,2017-11-27,175000,,804 5TH ST SW,Single Family,38.0226634,-78.492398,10
16240,18470,250023200,2020-03-31,195500,,806 5TH ST SW,Single Family,38.0224044,-78.4925645,10
16249,18484,250026000,2014-08-01,199900,,803 RIDGE ST,Single Family,38.0224595,-78.49167659999999,10
16251,18486,250026000,2013-12-13,60000,,803 RIDGE ST,Single Family,38.0224595,-78.49167659999999,10
16252,18487,250027000,2004-08-17,101850,,801 RIDGE ST,Single Family,38.022575700000004,-78.49151020000001,10
16255,18490,250027000,2006-01-19,295000,,801 RIDGE ST,Single Family,38.022575700000004,-78.49151020000001,10
16262,18500,250028200,2005-04-06,143000,,802 5TH ST SW,Single Family-1 Conversion,38.022784,-78.49212,10
16263,18501,250028200,2012-01-23,81002,,802 5TH ST SW,Single Family-1 Conversion,38.022784,-78.49212,10
16265,18503,250028200,2012-12-28,40000,,802 5TH ST SW,Single Family-1 Conversion,38.022784,-78.49212,10
16268,18506,250029000,2014-05-21,234000,,775 RIDGE ST,Single Family,38.022730200000005,-78.49142140000001,10
16269,18507,250029000,2002-06-14,40000,,775 RIDGE ST,Single Family,38.022730200000005,-78.49142140000001,10
16271,18509,250029000,2003-07-17,167500,,775 RIDGE ST,Single Family,38.022730200000005,-78.49142140000001,10
16279,18525,250033000,2011-10-14,92000,,938 5TH ST SW,Single Family,38.023199600000005,-78.4920429,10
16280,18526,250033000,2005-03-10,85000,,938 5TH ST SW,Single Family,38.023199600000005,-78.4920429,10
16281,18527,250033000,2005-07-19,144500,,938 5TH ST SW,Single Family,38.023199600000005,-78.4920429,10
16284,18530,250033000,2016-12-02,81263,,938 5TH ST SW,Single Family,38.023199600000005,-78.4920429,10
16285,18531,250034000,2011-10-14,131000,,936 5TH ST SW,Single Family,38.0233086,-78.49200959999999,10
16286,18532,250034000,2011-01-07,20000,,936 5TH ST SW,Single Family,38.0233086,-78.49200959999999,10
16288,18534,250035000,2006-09-05,88800,,934 5TH ST SW,Single Family,38.0233949,-78.4919541,10
16290,18536,250035000,2016-05-23,75000,,934 5TH ST SW,Single Family,38.0233949,-78.4919541,10
16292,18538,250036000,2004-05-04,80000,,103 LINDEN ST,Single Family,38.0231834,-78.4914658,10
16298,18545,250039000,2017-05-03,215000,,932 5TH ST SW,Single Family,38.023545,-78.49182090000001,10
16300,18547,250039000,2013-12-12,172500,,932 5TH ST SW,Single Family,38.023545,-78.49182090000001,10
16301,18548,250039000,2003-01-28,62000,,932 5TH ST SW,Single Family,38.023545,-78.49182090000001,10
16302,18549,250039000,2009-06-25,162500,,932 5TH ST SW,Single Family,38.023545,-78.49182090000001,10
16304,18551,250039000,2008-04-11,152000,,932 5TH ST SW,Single Family,38.023545,-78.49182090000001,10
16305,18552,250040000,2003-05-14,57000,,930 5TH ST SW,Single Family,38.023674299999996,-78.4917876,10
16306,18553,250040000,2015-05-18,104500,,930 5TH ST SW,Single Family,38.023674299999996,-78.4917876,10
16307,18554,250040000,2016-04-22,116500,,930 5TH ST SW,Single Family,38.023674299999996,-78.4917876,10
16308,18555,250040000,2002-06-10,65000,,930 5TH ST SW,Single Family,38.023674299999996,-78.4917876,10
16309,18556,250040000,2003-04-07,54156,,930 5TH ST SW,Single Family,38.023674299999996,-78.4917876,10
16310,18557,250041000,2003-11-25,122000,,324 BERRING ST,Single Family,38.023790000000005,-78.491788,10
16315,18562,250041000,2005-02-22,85000,,324 BERRING ST,Single Family,38.023790000000005,-78.491788,10
16318,18565,250042000,2011-08-17,32700,,322 BERRING ST,Single Family,38.023765399999995,-78.49167659999999,10
16319,18566,250042000,2003-11-25,122000,,322 BERRING ST,Single Family,38.023765399999995,-78.49167659999999,10
16323,18570,250042000,2011-03-18,80702,,322 BERRING ST,Single Family,38.023765399999995,-78.49167659999999,10
16324,18571,250042000,2016-05-06,178500,,322 BERRING ST,Single Family,38.023765399999995,-78.49167659999999,10
16341,18615,250056000,2016-10-13,100000,,730 5TH ST SW,Single Family,38.0241321,-78.491155,10
16347,18623,250057000,2006-08-01,156000,,709 RIDGE ST,Single Family,38.0240532,-78.4903559,10
16348,18624,250057000,2007-01-17,237200,,709 RIDGE ST,Single Family,38.0240532,-78.4903559,10
16353,18629,250058000,2000-06-28,85000,,705 RIDGE ST,Duplex,38.024171200000005,-78.4903116,10
16354,18630,250060000,2013-03-05,130000,,724 5TH ST SW,Single Family,38.0243551,-78.49093309999999,10
16356,18632,250063000,2014-03-20,392400,,701 RIDGE ST,Single Family,38.024280499999996,-78.4901784,10
16359,18635,250063000,2011-03-14,344000,,701 RIDGE ST,Single Family,38.024280499999996,-78.4901784,10
